Row ID,Order ID,Order Date,Customer ID,Sales
121,CA-2016-103730,6/12/2019,SC-20725,30.84
122,CA-2016-103730,6/12/2019,SC-20725,226.56
123,CA-2016-103730,6/12/2019,SC-20725,115.02
124,CA-2016-103730,6/12/2019,SC-20725,68.04
125,US-2014-152030,12/26/2017,AD-10180,600.56
126,US-2014-134614,9/20/2017,PF-19165,617.70
129,US-2016-125969,11/6/2019,LS-16975,81.42
130,US-2016-125969,11/6/2019,LS-16975,238.56
131,US-2017-164147,2/2/2020,DW-13585,59.97
132,US-2017-164147,2/2/2020,DW-13585,78.30
133,US-2017-164147,2/2/2020,DW-13585,21.46
134,CA-2016-145583,10/13/2019,LC-16885,20.04
135,CA-2016-145583,10/13/2019,LC-16885,35.44
136,CA-2016-145583,10/13/2019,LC-16885,11.52
137,CA-2016-145583,10/13/2019,LC-16885,4.02
138,CA-2016-145583,10/13/2019,LC-16885,76.18
139,CA-2016-145583,10/13/2019,LC-16885,65.88
140,CA-2016-145583,10/13/2019,LC-16885,43.12
141,CA-2016-110366,9/5/2019,JD-15895,82.80
146,CA-2015-110744,9/7/2018,HA-14920,671.93
147,CA-2014-110072,10/22/2017,MG-17680,93.89
148,CA-2016-114489,12/5/2019,JE-16165,384.45
149,CA-2016-114489,12/5/2019,JE-16165,149.97
150,CA-2016-114489,12/5/2019,JE-16165,1951.84
151,CA-2016-114489,12/5/2019,JE-16165,171.55
152,CA-2016-158834,3/13/2019,TW-21025,157.92
153,CA-2016-158834,3/13/2019,TW-21025,203.18
154,CA-2015-124919,5/31/2018,SP-20650,58.38
155,CA-2015-124919,5/31/2018,SP-20650,105.52
156,CA-2015-124919,5/31/2018,SP-20650,80.88
157,CA-2015-118948,5/28/2018,NK-18490,6.63
158,CA-2014-104269,3/1/2017,DB-13060,457.57
159,CA-2016-114104,11/20/2019,NP-18670,14.62
160,CA-2016-114104,11/20/2019,NP-18670,944.93
161,CA-2016-162733,5/11/2019,TT-21070,5.98
162,CA-2015-119697,12/28/2018,EM-13960,54.38
163,CA-2016-154508,11/16/2019,RD-19900,28.40
164,CA-2016-113817,11/7/2019,MJ-17740,27.68
165,CA-2014-139892,9/8/2017,BM-11140,9.94
166,CA-2014-139892,9/8/2017,BM-11140,8159.95
167,CA-2014-139892,9/8/2017,BM-11140,275.93
168,CA-2014-139892,9/8/2017,BM-11140,1740.06
169,CA-2014-139892,9/8/2017,BM-11140,32.06
170,CA-2014-139892,9/8/2017,BM-11140,177.98
171,CA-2014-139892,9/8/2017,BM-11140,143.98
172,CA-2014-118962,8/5/2017,CS-12130,20.94
173,CA-2014-118962,8/5/2017,CS-12130,110.96
174,CA-2014-118962,8/5/2017,CS-12130,340.14
175,US-2014-100853,9/14/2017,JB-15400,52.45
176,US-2014-100853,9/14/2017,JB-15400,20.16
177,US-2017-152366,4/21/2020,SJ-20500,97.26
178,US-2015-101511,11/21/2018,JE-15745,396.80
179,US-2015-101511,11/21/2018,JE-15745,15.88
180,CA-2015-137225,12/15/2018,JK-15640,3.28
181,CA-2014-166191,12/5/2017,DK-13150,24.82
182,CA-2014-166191,12/5/2017,DK-13150,408.74
183,CA-2014-158274,11/19/2017,RM-19675,503.96
184,CA-2014-158274,11/19/2017,RM-19675,149.95
185,CA-2014-158274,11/19/2017,RM-19675,29.00
186,CA-2016-105018,11/28/2019,SK-19990,7.16
187,CA-2014-123260,8/26/2017,FM-14290,176.80
188,CA-2016-157000,7/16/2019,AM-10360,37.22
189,CA-2016-157000,7/16/2019,AM-10360,20.02
190,CA-2015-102281,10/12/2018,MP-17470,899.14
191,CA-2015-102281,10/12/2018,MP-17470,71.76
192,CA-2015-102281,10/12/2018,MP-17470,51.84
193,CA-2015-102281,10/12/2018,MP-17470,626.35
194,CA-2015-102281,10/12/2018,MP-17470,19.90
195,CA-2015-131457,10/31/2018,MZ-17515,14.28
196,CA-2014-140004,3/21/2017,CB-12025,7.41
197,CA-2014-140004,3/21/2017,CB-12025,6.05
199,US-2017-124303,7/6/2020,FH-14365,2.95
200,US-2017-124303,7/6/2020,FH-14365,16.06
201,CA-2017-105074,6/24/2020,MB-17305,21.74
202,CA-2014-133690,8/3/2017,BS-11755,218.75
203,CA-2014-133690,8/3/2017,BS-11755,2.60
205,CA-2017-126382,6/3/2020,HK-14890,35.17
212,CA-2015-101007,2/9/2018,MS-17980,20.80
213,CA-2015-146262,1/2/2018,VW-21775,23.68
214,CA-2015-146262,1/2/2018,VW-21775,452.45
215,CA-2015-146262,1/2/2018,VW-21775,62.98
216,CA-2015-146262,1/2/2018,VW-21775,1188.00
217,CA-2015-146262,1/2/2018,VW-21775,89.58
218,CA-2016-130162,10/28/2019,JH-15910,93.06
219,CA-2016-130162,10/28/2019,JH-15910,302.38
220,CA-2015-169397,12/24/2018,JB-15925,5.58
221,CA-2015-169397,12/24/2018,JB-15925,22.70
222,CA-2015-169397,12/24/2018,JB-15925,19.78
223,CA-2015-169397,12/24/2018,JB-15925,72.70
224,CA-2015-169397,12/24/2018,JB-15925,479.99
225,CA-2015-169397,12/24/2018,JB-15925,27.17
226,CA-2015-163055,8/9/2018,DS-13180,2.20
227,CA-2015-163055,8/9/2018,DS-13180,622.45
228,CA-2015-163055,8/9/2018,DS-13180,21.98
229,US-2015-145436,2/28/2018,VD-21670,161.57
230,US-2015-145436,2/28/2018,VD-21670,389.70
231,US-2014-156216,9/13/2017,EA-14035,18.65
232,US-2017-100930,4/7/2020,CS-12400,233.86
233,US-2017-100930,4/7/2020,CS-12400,620.61
234,US-2017-100930,4/7/2020,CS-12400,5.33
235,US-2017-100930,4/7/2020,CS-12400,258.07
236,US-2017-100930,4/7/2020,CS-12400,617.98
238,CA-2016-157749,6/4/2019,KL-16645,25.92
239,CA-2016-157749,6/4/2019,KL-16645,419.68
240,CA-2016-157749,6/4/2019,KL-16645,11.69
241,CA-2016-157749,6/4/2019,KL-16645,31.98
242,CA-2016-157749,6/4/2019,KL-16645,177.23
243,CA-2016-157749,6/4/2019,KL-16645,4.04
244,CA-2016-157749,6/4/2019,KL-16645,7.41
245,CA-2014-131926,6/1/2017,DW-13480,2001.86
246,CA-2014-131926,6/1/2017,DW-13480,166.72
247,CA-2014-131926,6/1/2017,DW-13480,47.88
248,CA-2014-131926,6/1/2017,DW-13480,1503.25
249,CA-2014-131926,6/1/2017,DW-13480,25.92
250,CA-2016-154739,12/10/2019,LH-17155,321.57
251,CA-2016-145625,9/11/2019,KC-16540,7.61
252,CA-2016-145625,9/11/2019,KC-16540,3347.37
253,CA-2016-146941,12/10/2019,DL-13315,80.58
254,CA-2016-146941,12/10/2019,DL-13315,361.92
255,US-2015-159982,11/28/2018,DR-12880,12.13
256,US-2015-159982,11/28/2018,DR-12880,82.37
257,US-2015-159982,11/28/2018,DR-12880,53.92
258,US-2015-159982,11/28/2018,DR-12880,647.90
262,US-2017-155299,6/8/2020,Dl-13600,1.62
263,US-2014-106992,9/19/2017,SB-20290,3059.98
264,US-2014-106992,9/19/2017,SB-20290,2519.96
265,CA-2016-125318,6/6/2019,RC-19825,328.22
266,CA-2015-155040,11/10/2018,AH-10210,79.90
267,CA-2017-136826,6/16/2020,CB-12535,14.02
268,CA-2016-111010,1/22/2019,PG-18895,7.56
272,CA-2015-155334,7/30/2018,HA-14920,209.93
273,CA-2015-155334,7/30/2018,HA-14920,5.28
274,CA-2015-155334,7/30/2018,HA-14920,10.92
281,US-2015-161991,9/26/2018,SC-20725,2.08
282,US-2015-161991,9/26/2018,SC-20725,1114.40
283,CA-2015-130890,11/2/2018,JO-15280,1038.84
284,CA-2015-130883,9/26/2018,TB-21520,141.76
285,CA-2015-130883,9/26/2018,TB-21520,239.80
286,CA-2015-130883,9/26/2018,TB-21520,31.10
287,CA-2016-112697,12/18/2019,AH-10195,254.06
288,CA-2016-112697,12/18/2019,AH-10195,194.53
289,CA-2016-112697,12/18/2019,AH-10195,961.48
290,CA-2016-110772,11/20/2019,NZ-18565,19.10
291,CA-2016-110772,11/20/2019,NZ-18565,18.50
292,CA-2016-110772,11/20/2019,NZ-18565,255.98
293,CA-2016-110772,11/20/2019,NZ-18565,86.97
294,CA-2014-111451,12/26/2017,KL-16555,300.42
295,CA-2014-111451,12/26/2017,KL-16555,230.35
296,CA-2014-111451,12/26/2017,KL-16555,218.35
297,CA-2014-111451,12/26/2017,KL-16555,78.60
298,CA-2014-111451,12/26/2017,KL-16555,27.55
299,CA-2016-142545,10/28/2019,JD-15895,32.40
300,CA-2016-142545,10/28/2019,JD-15895,1082.48
301,CA-2016-142545,10/28/2019,JD-15895,56.91
302,CA-2016-142545,10/28/2019,JD-15895,77.60
303,CA-2016-142545,10/28/2019,JD-15895,14.28
305,CA-2015-144253,5/4/2018,AS-10225,26.80
306,CA-2014-130960,12/30/2017,KB-16600,9.84
307,CA-2014-111003,6/1/2017,CR-12625,45.48
308,CA-2014-111003,6/1/2017,CR-12625,289.20
309,CA-2017-126774,4/15/2020,SH-20395,4.89
310,CA-2016-142902,9/12/2019,BP-11185,15.14
311,CA-2016-142902,9/12/2019,BP-11185,466.77
312,CA-2016-142902,9/12/2019,BP-11185,15.23
313,CA-2016-142902,9/12/2019,BP-11185,6.26
314,CA-2014-120887,9/27/2017,TS-21205,87.54
315,CA-2014-167850,8/9/2017,AG-10525,178.38
316,CA-2014-167850,8/9/2017,AG-10525,15.55
317,CA-2014-164259,12/28/2017,SP-20860,99.14
318,CA-2014-164973,11/4/2017,NM-18445,135.88
319,CA-2014-164973,11/4/2017,NM-18445,3991.98
320,CA-2014-164973,11/4/2017,NM-18445,275.94
321,CA-2014-164973,11/4/2017,NM-18445,360.00
322,CA-2014-164973,11/4/2017,NM-18445,43.57
323,CA-2014-156601,9/19/2017,FA-14230,7.16
324,CA-2016-162138,4/23/2019,GK-14620,251.52
325,CA-2016-162138,4/23/2019,GK-14620,99.99
327,US-2016-141544,8/30/2019,PO-18850,290.90
328,US-2016-141544,8/30/2019,PO-18850,54.22
329,US-2016-141544,8/30/2019,PO-18850,786.74
330,US-2016-141544,8/30/2019,PO-18850,100.24
331,US-2016-141544,8/30/2019,PO-18850,37.76
332,US-2016-150147,4/25/2019,JL-15850,82.80
333,US-2016-150147,4/25/2019,JL-15850,20.72
334,US-2016-150147,4/25/2019,JL-15850,4.90
335,CA-2015-137946,9/1/2018,DB-13615,4.75
336,CA-2015-137946,9/1/2018,DB-13615,959.98
337,CA-2015-137946,9/1/2018,DB-13615,14.37
338,CA-2014-129924,7/12/2017,AC-10420,7.71
339,CA-2014-129924,7/12/2017,AC-10420,698.35
340,CA-2015-128167,6/22/2018,KL-16645,4.96
341,CA-2014-122336,4/13/2017,JD-15895,17.86
342,CA-2014-122336,4/13/2017,JD-15895,509.97
343,CA-2014-122336,4/13/2017,JD-15895,30.99
344,CA-2014-122336,4/13/2017,JD-15895,71.93
345,US-2015-120712,12/20/2018,CS-12130,88.80
346,CA-2017-169901,6/15/2020,CC-12550,47.98
347,CA-2017-134306,7/8/2020,TD-20995,7.56
348,CA-2017-134306,7/8/2020,TD-20995,24.56
349,CA-2017-134306,7/8/2020,TD-20995,12.96
350,CA-2016-129714,9/1/2019,AB-10060,6.79
351,CA-2016-129714,9/1/2019,AB-10060,24.56
352,CA-2016-129714,9/1/2019,AB-10060,3.05
353,CA-2016-129714,9/1/2019,AB-10060,49.12
354,CA-2016-129714,9/1/2019,AB-10060,4355.17
355,CA-2016-138520,4/8/2019,JL-15505,388.70
356,CA-2016-138520,4/8/2019,JL-15505,8.26
357,CA-2016-138520,4/8/2019,JL-15505,17.04
358,CA-2016-138520,4/8/2019,JL-15505,34.40
359,CA-2016-130001,4/23/2019,HK-14890,36.24
360,CA-2017-155698,3/8/2020,VB-21745,647.84
361,CA-2017-155698,3/8/2020,VB-21745,20.70
366,CA-2014-123344,9/24/2017,JD-16060,211.96
367,CA-2016-155516,10/21/2019,MK-17905,23.20
368,CA-2016-155516,10/21/2019,MK-17905,7.36
369,CA-2016-155516,10/21/2019,MK-17905,104.79
370,CA-2016-155516,10/21/2019,MK-17905,1043.92
371,CA-2017-104745,5/29/2020,GT-14755,25.92
372,CA-2017-104745,5/29/2020,GT-14755,53.42
373,US-2014-119137,7/23/2017,AG-10900,8.16
374,US-2014-119137,7/23/2017,AG-10900,1023.94
375,US-2014-119137,7/23/2017,AG-10900,9.24
376,US-2014-119137,7/23/2017,AG-10900,479.04
377,US-2016-134656,9/28/2019,MM-18280,99.14
379,CA-2015-130792,4/28/2018,RA-19915,8.65
380,CA-2015-130792,4/28/2018,RA-19915,23.83
381,CA-2015-130792,4/28/2018,RA-19915,12.18
382,CA-2016-134775,10/28/2019,AS-10285,50.96
383,CA-2016-134775,10/28/2019,AS-10285,49.54
384,CA-2015-125395,6/26/2018,LA-16780,41.90
385,US-2015-168935,11/27/2018,DO-13435,375.46
386,US-2015-168935,11/27/2018,DO-13435,83.98
387,CA-2015-122756,12/3/2018,DK-13225,482.34
388,CA-2015-122756,12/3/2018,DK-13225,2.96
389,CA-2014-115973,11/24/2017,NG-18430,2.62
392,US-2014-135972,9/21/2017,JG-15115,246.38
393,US-2014-135972,9/21/2017,JG-15115,1799.97
394,US-2014-134971,6/7/2017,BP-11095,12.46
395,CA-2017-102946,6/30/2020,VP-21730,75.79
398,CA-2015-122259,10/31/2018,HP-14815,70.12
399,CA-2016-108987,9/8/2019,AG-10675,35.95
400,CA-2016-108987,9/8/2019,AG-10675,2396.27
401,CA-2016-108987,9/8/2019,AG-10675,131.14
402,CA-2016-108987,9/8/2019,AG-10675,57.58
403,CA-2014-113166,12/24/2017,LF-17185,9.57
404,CA-2014-155208,4/16/2017,SP-20650,39.07
417,CA-2017-122105,6/24/2020,CJ-12010,95.92
418,CA-2016-148796,4/14/2019,PB-19150,383.80
420,CA-2017-110478,3/4/2020,SP-20860,9.32
421,CA-2017-110478,3/4/2020,SP-20860,15.25
422,CA-2014-142048,6/22/2017,JE-15745,196.75
428,CA-2014-101476,9/12/2017,SD-20485,69.99
430,US-2016-123750,4/15/2019,RB-19795,189.59
431,US-2016-123750,4/15/2019,RB-19795,408.74
432,US-2016-123750,4/15/2019,RB-19795,291.96
433,US-2016-123750,4/15/2019,RB-19795,4.77
434,CA-2016-127369,6/6/2019,DB-13060,714.30
435,US-2014-150574,12/19/2017,MK-18160,4.81
436,US-2014-150574,12/19/2017,MK-18160,247.80
437,CA-2016-147375,6/12/2019,PO-19180,1007.98
438,CA-2016-147375,6/12/2019,PO-19180,313.49
440,CA-2017-157252,1/20/2020,CV-12805,207.85
441,CA-2016-115756,9/5/2019,PK-19075,12.22
442,CA-2016-115756,9/5/2019,PK-19075,194.94
443,CA-2016-115756,9/5/2019,PK-19075,70.95
444,CA-2016-115756,9/5/2019,PK-19075,91.36
445,CA-2016-115756,9/5/2019,PK-19075,242.94
446,CA-2016-115756,9/5/2019,PK-19075,22.05
447,CA-2017-154214,3/20/2020,TB-21595,2.91
448,CA-2016-166674,4/1/2019,RB-19360,59.52
449,CA-2016-166674,4/1/2019,RB-19360,161.94
450,CA-2016-166674,4/1/2019,RB-19360,263.88
451,CA-2016-166674,4/1/2019,RB-19360,30.48
452,CA-2016-166674,4/1/2019,RB-19360,9.84
453,CA-2016-166674,4/1/2019,RB-19360,35.12
456,CA-2016-100153,12/13/2019,KH-16630,63.88
457,US-2014-110674,2/12/2017,SC-20095,129.57
458,US-2016-157945,9/26/2019,NF-18385,747.56
459,US-2016-157945,9/26/2019,NF-18385,8.93
460,CA-2015-109638,12/15/2018,JH-15985,103.92
461,CA-2015-109638,12/15/2018,JH-15985,899.91
462,CA-2015-109638,12/15/2018,JH-15985,51.31
463,CA-2016-109869,4/22/2019,TN-21040,23.56
464,CA-2016-109869,4/22/2019,TN-21040,1272.63
465,CA-2016-109869,4/22/2019,TN-21040,28.49
466,CA-2016-109869,4/22/2019,TN-21040,185.38
467,CA-2016-109869,4/22/2019,TN-21040,78.27
468,US-2015-101399,1/17/2018,JS-15940,254.74
469,CA-2017-154907,3/31/2020,DS-13180,205.33
470,US-2016-100419,12/16/2019,CC-12670,4.79
471,CA-2015-154144,12/20/2018,MH-17785,55.48
472,CA-2014-144666,11/9/2017,JP-15520,340.92
473,CA-2014-144666,11/9/2017,JP-15520,222.67
474,CA-2014-144666,11/9/2017,JP-15520,703.97
475,CA-2014-144666,11/9/2017,JP-15520,92.52
476,CA-2014-144666,11/9/2017,JP-15520,62.65
477,CA-2014-144666,11/9/2017,JP-15520,94.85
478,CA-2016-103891,7/12/2019,KH-16690,95.76
479,CA-2016-152632,10/27/2019,JE-15475,40.20
480,CA-2016-100790,6/26/2019,JG-15805,14.70
481,CA-2016-100790,6/26/2019,JG-15805,704.25
482,CA-2014-134677,10/6/2017,XP-21865,9.09
483,CA-2014-127691,7/22/2017,EM-14065,5.96
484,CA-2014-127691,7/22/2017,EM-14065,159.98
485,CA-2017-140963,6/10/2020,MT-18070,29.60
486,CA-2017-140963,6/10/2020,MT-18070,514.17
487,CA-2017-140963,6/10/2020,MT-18070,279.96
488,CA-2014-154627,10/29/2017,SA-20830,2735.95
489,CA-2014-133753,6/9/2017,CW-11905,7.99
490,CA-2014-133753,6/9/2017,CW-11905,63.98
491,CA-2014-133753,6/9/2017,CW-11905,70.37
492,CA-2014-113362,9/14/2017,AJ-10960,449.15
493,CA-2014-113362,9/14/2017,AJ-10960,11.07
494,CA-2016-169166,5/9/2019,SS-20590,93.98
495,US-2016-120929,3/18/2019,RO-19780,189.88
496,CA-2015-134782,12/27/2018,MD-17350,105.42
497,CA-2016-126158,7/25/2019,SC-20095,119.62
498,CA-2016-126158,7/25/2019,SC-20095,255.76
499,CA-2016-126158,7/25/2019,SC-20095,241.57
500,CA-2016-126158,7/25/2019,SC-20095,69.30
501,US-2016-105578,5/30/2019,MY-17380,22.62
502,US-2016-105578,5/30/2019,MY-17380,14.95
503,US-2016-105578,5/30/2019,MY-17380,801.57
504,US-2016-105578,5/30/2019,MY-17380,2.38
505,US-2016-105578,5/30/2019,MY-17380,32.79
507,CA-2015-145352,3/16/2018,CM-12385,2.74
508,CA-2015-145352,3/16/2018,CM-12385,8.34
509,CA-2015-145352,3/16/2018,CM-12385,46.74
510,CA-2015-145352,3/16/2018,CM-12385,6354.95
513,CA-2016-106341,10/20/2019,LF-17185,7.15
516,CA-2017-127432,1/22/2020,AD-10180,2999.95
517,CA-2017-127432,1/22/2020,AD-10180,51.45
518,CA-2017-127432,1/22/2020,AD-10180,11.96
519,CA-2017-127432,1/22/2020,AD-10180,1126.02
520,CA-2015-157812,3/22/2018,DB-13210,18.39
521,CA-2015-157812,3/22/2018,DB-13210,129.57
522,CA-2015-157812,3/22/2018,DB-13210,14.11
523,CA-2017-145142,1/23/2020,MC-17605,210.98
524,US-2016-139486,5/21/2019,LH-17155,55.18
525,US-2016-139486,5/21/2019,LH-17155,66.26
526,CA-2015-158792,12/26/2018,BD-11605,22.20
529,US-2015-138303,9/3/2018,MG-18145,36.34
530,US-2015-138303,9/3/2018,MG-18145,666.25
531,US-2015-138303,9/3/2018,MG-18145,52.51
532,CA-2015-102848,11/7/2018,KB-16240,190.72
534,CA-2016-168753,5/29/2019,RL-19615,979.95
535,CA-2016-168753,5/29/2019,RL-19615,22.75
536,CA-2016-126613,7/10/2019,AA-10375,16.77
538,CA-2015-147851,12/3/2018,MP-17470,10.75
539,CA-2015-134894,12/7/2018,DK-12985,152.94
540,CA-2015-134894,12/7/2018,DK-12985,283.92
541,CA-2014-140795,2/1/2017,BD-11500,468.90
542,CA-2016-136924,7/14/2019,ES-14080,380.86
543,US-2015-120161,12/18/2018,LM-17065,646.78
544,CA-2014-103849,5/11/2017,PG-18895,58.11
545,CA-2014-103849,5/11/2017,PG-18895,100.79
546,CA-2014-103849,5/11/2017,PG-18895,66.11
549,CA-2015-113173,11/15/2018,DK-13225,250.27
550,CA-2015-113173,11/15/2018,DK-13225,11.36
551,CA-2015-113173,11/15/2018,DK-13225,8.72
552,CA-2016-136406,4/15/2019,BD-11320,1121.57
555,CA-2017-100650,6/29/2020,DK-13225,1295.78
556,CA-2014-155852,3/3/2017,AJ-10945,19.46
557,CA-2016-113243,6/10/2019,OT-18730,20.70
558,CA-2016-113243,6/10/2019,OT-18730,1335.68
559,CA-2016-113243,6/10/2019,OT-18730,32.40
562,CA-2014-145576,9/14/2017,CA-12775,13.00
563,CA-2014-145576,9/14/2017,CA-12775,13.13
564,CA-2015-130736,12/7/2018,JF-15490,3.96
565,CA-2015-130736,12/7/2018,JF-15490,2.61
575,CA-2016-127250,11/3/2019,SF-20200,8.82
576,CA-2015-149713,9/18/2018,TG-21640,160.72
577,CA-2015-149713,9/18/2018,TG-21640,19.92
578,CA-2015-149713,9/18/2018,TG-21640,7.30
579,CA-2017-118640,7/20/2020,CS-11950,69.71
580,CA-2017-118640,7/20/2020,CS-11950,8.79
581,CA-2015-132906,9/10/2018,CC-12145,51.52
587,CA-2015-128139,7/3/2018,BD-11725,70.98
588,CA-2015-128139,7/3/2018,BD-11725,294.93
589,US-2016-156986,3/20/2019,ZC-21910,84.78
590,US-2016-156986,3/20/2019,ZC-21910,20.74
591,US-2016-156986,3/20/2019,ZC-21910,16.82
592,US-2016-156986,3/20/2019,ZC-21910,10.37
593,CA-2014-135405,1/9/2017,MS-17830,9.34
594,CA-2014-135405,1/9/2017,MS-17830,31.20
595,CA-2014-131450,8/8/2017,LR-16915,76.12
596,CA-2014-131450,8/8/2017,LR-16915,1199.98
597,CA-2014-131450,8/8/2017,LR-16915,445.96
598,CA-2014-131450,8/8/2017,LR-16915,327.76
599,CA-2016-120180,7/14/2019,TP-21130,11.63
600,US-2016-100720,7/16/2019,CK-12205,143.98
601,US-2016-100720,7/16/2019,CK-12205,494.38
602,US-2016-100720,7/16/2019,CK-12205,5.84
603,CA-2014-149958,3/15/2017,AS-10240,142.78
604,CA-2014-149958,3/15/2017,AS-10240,45.70
